filename,label
Image_1.jpg,burgers
Image_2.jpg,burgers
Image_3.jpg,burgers
Image_4.jpg,burgers
Image_5.jpg,burgers
Image_6.jpg,burgers
Image_7.jpg,burgers
Image_8.jpg,burgers
Image_9.jpg,burgers
Image_10.jpg,burgers
Image_11.jpg,burgers
Image_12.jpg,burgers
Image_13.jpg,burgers
Image_14.jpg,burgers
Image_15.jpg,burgers
Image_16.jpg,burgers
Image_17.jpg,burgers
Image_18.jpg,burgers
Image_19.jpg,burgers
Image_20.jpg,burgers
Image_21.jpg,burgers
Image_22.jpg,burgers
Image_23.jpg,burgers
Image_24.jpg,burgers
Image_25.jpg,burgers
Image_26.jpg,burgers
Image_27.jpg,burgers
Image_28.jpg,burgers
Image_29.jpg,burgers
Image_30.jpg,burgers
Image_31.jpg,burgers
Image_32.jpg,burgers
Image_33.jpg,burgers
Image_34.jpg,burgers
Image_35.jpg,burgers
Image_36.jpg,burgers
Image_37.jpg,burgers
Image_38.jpg,burgers
Image_39.jpg,burgers
Image_40.jpg,burgers
Image_41.jpg,burgers
Image_42.jpg,burgers
Image_43.jpg,burgers
Image_44.jpg,burgers
Image_45.jpg,burgers
Image_46.jpg,burgers
Image_47.jpg,burgers
Image_48.jpg,burgers
Image_49.jpg,burgers
Image_50.jpg,burgers
Image_51.jpg,burgers
Image_52.jpg,burgers
Image_53.jpg,burgers
Image_54.jpg,burgers
Image_55.jpg,burgers
Image_56.jpg,burgers
Image_57.jpg,burgers
Image_58.jpg,burgers
Image_59.jpg,burgers
Image_60.jpg,burgers
Image_61.jpg,burgers
Image_62.jpg,burgers
Image_63.jpg,burgers
Image_64.jpg,burgers
Image_65.jpg,burgers
Image_66.jpg,burgers
Image_67.jpg,burgers
Image_68.jpg,burgers
Image_69.jpg,burgers
Image_70.jpg,burgers
Image_71.jpg,burgers
Image_72.jpg,burgers
Image_73.jpg,burgers
Image_74.jpg,burgers
Image_75.jpg,burgers
Image_76.jpg,burgers
Image_77.jpg,burgers
Image_78.jpg,burgers
Image_79.jpg,burgers
Image_80.jpg,burgers
Image_81.jpg,burgers
Image_82.jpg,burgers
Image_83.jpg,burgers
Image_84.jpg,burgers
Image_85.jpg,burgers
Image_86.jpg,burgers
Image_87.jpg,burgers
Image_88.jpg,burgers
Image_89.jpg,burgers
Image_90.jpg,burgers
Image_91.jpg,burgers
Image_92.jpg,burgers
Image_93.jpg,burgers
Image_94.jpg,burgers
Image_95.jpg,burgers
Image_96.jpg,burgers
Image_97.jpg,burgers
Image_98.jpg,burgers
Image_99.jpg,burgers
Image_100.jpg,burgers
Image_101.jpg,burgers
Image_102.jpg,burgers
Image_103.jpg,burgers
Image_104.jpg,burgers
Image_105.jpg,burgers
Image_106.jpg,burgers
Image_107.jpg,burgers
Image_108.jpg,burgers
Image_109.jpg,burgers
Image_110.jpg,burgers
Image_111.jpg,burgers
Image_112.jpg,burgers
Image_113.jpg,burgers
Image_114.jpg,burgers
Image_115.jpg,burgers
Image_116.jpg,burgers
Image_117.jpg,burgers
Image_118.jpg,burgers
Image_119.jpg,burgers
Image_120.jpg,burgers
Image_121.jpg,burgers
Image_122.jpg,burgers
Image_123.jpg,burgers
Image_124.jpg,burgers
Image_125.jpg,burgers
Image_126.jpg,burgers
Image_127.jpg,burgers
Image_128.jpg,burgers
Image_129.jpg,burgers
Image_130.jpg,burgers
Image_131.jpg,burgers
Image_132.jpg,burgers
Image_133.jpg,burgers
Image_134.jpg,burgers
Image_135.jpg,burgers
